LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	LFQ intensity L1	LFQ intensity L2	LFQ intensity L3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant L_Hwelch_combined	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: PEP	N: Intensity	N: -Log Welch's T-test p-value L_Hwelch_combined	N: Welch's T-test q-value L_Hwelch_combined	N: Welch's T-test Difference L_Hwelch_combined	N: Welch's T-test Test statistic L_Hwelch_combined	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
23.4493	23.5634	23.1847	23.4604	24.1451	23.3793						4	4	4	52.2	52.2	52.2	7.9331	1.55E-11	61666000	0.394504	0.477782	0.262473	0.115752	P56385	P56385	ATP synthase subunit e, mitochondrial	ATP5I	4210
23.1712	22.4651	22.2974	22.422	23.0447	23.329						2	2	2	12.3	12.3	12.3	17.871	8.52E-11	88802000	0.309563	0.558896	0.287314	0.120787	P56556	P56556	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	NDUFA6	4213
23.004	23.956	23.9581	20.7074	23.4812	20.5837						3	3	3	11.7	11.7	11.7	45.361	1.31E-10	69436000	0.816004	0.223198	-2.04861	-0.683362	P57081-2;P57081;P57081-3	P57081-2;P57081;P57081-3	tRNA (guanine-N(7)-)-methyltransferase subunit WDR4	WDR4	4217
23.2427	23.5136	22.8225	22.6706	24.0869	24.3008						5	5	5	12.9	12.9	12.9	65.304	1.21E-21	162240000	0.351942	0.517277	0.493142	0.193421	P57772;C9J8T0	P57772;C9J8T0	Selenocysteine-specific elongation factor	EEFSEC	4220
27.4375	27.7901	27.7537	29.5054	28.0928	28.4712						4	4	4	54.2	54.2	54.2	12.895	2.39E-41	1822400000	0.896341	0.193799	1.02934	0.422421	P58546;C9JL85	P58546;C9JL85	Myotrophin	MTPN	4223
25.0625	19.038	19.7116	25.8129	21.2109	26.1262						2	2	2	36.8	36.8	36.8	7.7412	7.44E-08	228990000	0.552821	0.357254	3.11263	0.694596	P60059	P60059	Protein transport protein Sec61 subunit gamma	SEC61G	4224
27.3402	27.4975	27.4907	27.6371	27.8414	28.0194						15	15	15	36.2	36.2	36.2	52.22	4.63E-67	1394000000	1.27113	0.104401	0.389839	0.183731	P60228;E5RGA2;H0YBR5;E5RHS5;E5RIT4;H0YAW4;E5RIP5;E5RJ25;E5RII3;H0YBP5	P60228;E5RGA2	Eukaryotic translation initiation factor 3 subunit E	EIF3E	4226
25.2668	25.6955	21.9333	21.4469	21.0832	25.202						3	3	3	8	8	8	50.578	1.73E-07	159610000	0.411831	0.462529	-1.72116	-0.456055	P60293	P60293	Chromosome partition protein MukF	mukF	4228
24.5641	23.3239	23.2567	20.463	22.5761	22.0106						3	3	3	9.6	9.6	9.6	35.087	4.32E-14	128080000	1.19211	0.118663	-2.03165	-0.735761	P60340	P60340	tRNA pseudouridine synthase B	truB	4229
32.4785	32.2878	32.9313	31.9131	31.5336	31.8221						16	16	15	52.7	52.7	50.2	29.86	2.37E-77	24982000000	1.5094	0.0716911	-0.809606	-0.364275	P60422	P60422	50S ribosomal protein L2	rplB	4231
24.8611	24.1406	23.4633	24.4056	24.0493	24.0313						3	3	3	37.5	37.5	37.5	9.9743	5.56E-10	79142000	0.00526146	0.990034	0.00705465	0.00291323	P60468	P60468	Protein transport protein Sec61 subunit beta	SEC61B	4233
32.0615	32.609	32.5782	31.5537	31.7403	31.6115						8	8	8	56.7	56.7	56.7	11.316	3.01E-109	19077000000	1.41765	0.0827459	-0.781064	-0.357311	P60624	P60624	50S ribosomal protein L24	rplX	4238
22.7167	22.4836	18.5371	21.5268	18.5329	20.1433						2	2	2	5.1	5.1	5.1	58.938	1.97E-07	35348000	0.291402	0.57774	-1.17808	-0.326477	P60872	P60872	Putative transport protein YidE	yidE	4248
25.8862	25.5726	25.4121	25.5834	25.6785	25.5954						9	3	2	30.5	11.3	7.2	34.834	5.69E-36	587790000	0.00994092	0.982427	-0.00451469	-0.0021073	P60891;B1ALA9;B4DNL6	P60891;B1ALA9;B4DNL6	Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase	PRPS1	4249
27.9434	26.7204	26.94	27.4071	27.7439	27.5549						3	3	3	35.1	35.1	35.1	11.203	5.85E-11	1319300000	0.362267	0.506472	0.367375	0.153787	P60903	P60903	Protein S100-A10	S100A10	4250
27.1943	27.9312	27.5713	28.3729	28.6322	28.771						6	6	5	38.2	38.2	32.5	21.258	5.89E-43	1609200000	1.64606	0.058485	1.02643	0.457689	P60953;Q5JYX0;P60953-1;E7ETU3;F8WET9;B1AH79;G3V4H1;G3V476;P84095;Q9H4E5-2;P17081;Q9H4E5	P60953;Q5JYX0;P60953-1;E7ETU3	Cell division control protein 42 homolog	CDC42	4252
24.3369	24.9398	25.5473	23.6743	23.4147	22.7592						4	4	4	18.9	18.9	18.9	33.108	3.17E-16	170050000	1.65281	0.0579557	-1.65859	-0.678918	P60955	P60955	Prolipoprotein diacylglyceryl transferase	lgt	4253
27.1767	27.7329	27.8813	28.2072	28.6861	28.5191						8	8	8	58.8	58.8	58.8	18.506	1.41E-39	1318300000	1.46756	0.0765327	0.873802	0.387275	P60981;F6RFD5;P60981-2	P60981;F6RFD5;P60981-2	Destrin	DSTN	4254
18.0488	19.8649	20.3686	19.2977	23.0888	23.3727						2	2	2	12.8	12.8	12.8	20.313	5.12E-12	21273000	0.718414	0.263897	2.49229	0.714009	P61009	P61009	Signal peptidase complex subunit 3	SPCS3	4256
26.7846	27.2747	27.2254	27.6034	27.5521	27.6773						10	10	9	59.9	59.9	53.8	23.545	1.27E-55	576670000	1.13422	0.130189	0.516026	0.238902	P61019;E9PKL7;P61019-2;F5H399;Q8WUD1;E9PE37;H7C125;H0YD31;H0YDL5	P61019;E9PKL7;P61019-2;F5H399;Q8WUD1	Ras-related protein Rab-2A;Ras-related protein Rab-2B	RAB2A;RAB2B	4257
28.8691	28.6099	28.6365	29.5291	29.0912	29.1239						8	7	6	32	26.5	21	22.541	1.92E-46	1810000000	1.39505	0.0857262	0.542902	0.25098	P61026	P61026	Ras-related protein Rab-10	RAB10	4260
26.0096	25.4338	24.9227	26.1233	26.2772	25.9308						7	7	7	41.5	41.5	41.5	20.9	1.14E-25	232550000	0.786846	0.234109	0.655052	0.281192	P61081	P61081	NEDD8-conjugating enzyme Ubc12	UBE2M	4261
28.7453	28.7669	28.2723	29.1752	29.3284	28.9602						8	8	5	56.6	56.6	27	17.138	3.54E-33	2238000000	1.27774	0.103555	0.559764	0.255191	P61088;F8VSD4;F8VQQ8;F8VV71;Q5JXB2	P61088;F8VSD4;F8VQQ8;F8VV71;Q5JXB2	Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like	UBE2N;UBE2NL	4262
27.7909	27.8041	27.3913	28.0197	28.4582	28.0951						12	12	11	71.6	71.6	66.5	23.897	2.39E-63	939140000	1.29457	0.100674	0.528893	0.241339	P61106	P61106	Ras-related protein Rab-14	RAB14	4263
26.9333	26.3595	26.7071	26.712	27.2563	26.8717						12	12	12	29.1	29.1	29.1	51.596	6.26E-40	945340000	0.531078	0.371618	0.280045	0.125455	P61201;P61201-2;B4DIH5;H0YKU5;H0YM03;H0YMC2	P61201;P61201-2;B4DIH5;H0YKU5	COP9 signalosome complex subunit 2	COPS2	4268
25.3717	25.6687	25.2151	25.8071	25.9154	26.3935						10	10	10	19.2	19.2	19.2	67.314	2.87E-34	390700000	1.25757	0.106485	0.620185	0.278869	P61221;D6RGF4;D6R9I9;H0Y990	P61221;D6RGF4;D6R9I9;H0Y990	ATP-binding cassette sub-family E member 1	ABCE1	4269
29.4343	29.0718	29.521	30.0803	30.2477	30.1062						13	13	13	49.2	49.2	49.2	29.945	8.98E-41	4592100000	1.74343	0.050449	0.802394	0.373711	P61247;F5H4F9;H0Y8L7;E9PFI5;D6RG13;D6RAT0;H0Y9Y4;D6RB09;D6RAS7;D6R9B6;D6RED7;D6RI02;D6RGE0	P61247;F5H4F9;H0Y8L7;E9PFI5;D6RG13;D6RAT0;H0Y9Y4;D6RB09	40S ribosomal protein S3a	RPS3A	4270
28.5658	27.4232	29.8987	28.7024	28.095	29.3272						7	7	7	38.6	38.6	38.6	17.258	2.13E-21	2731400000	0.0326464	0.941587	0.0790138	0.0282306	P61254;E5RIT6;Q9UNX3;E5RHH1	P61254;E5RIT6;Q9UNX3	60S ribosomal protein L26;60S ribosomal protein L26-like 1	RPL26;RPL26L1	4271
28.8181	28.7308	28.8494	28.9543	29.1991	29.157						12	12	11	58.3	58.3	55.5	29.506	3.16E-53	1958800000	1.40835	0.0838776	0.304034	0.145924	P61289;P61289-2;B3KQ25;B7Z8D3;REV__E5RK04;REV__E5RHP5;REV__E7ER43;REV__Q9UJA3-2;REV__E7EM48;REV__Q9UJA3-3;REV__Q9UJA3;REV__P33991;REV__E7EQU7	P61289;P61289-2;B3KQ25	Proteasome activator complex subunit 3	PSME3	4272
29.0937	29.2369	28.9677	29.9725	29.5841	29.4965						12	12	12	46.6	46.6	46.6	24.146	3.49E-42	3168000000	1.42389	0.0818009	0.584954	0.270101	P61313;E7EQV9;E7ENU7;E7EX53;Q642I1;E7ERA2	P61313;E7EQV9;E7ENU7;E7EX53	60S ribosomal protein L15;Ribosomal protein L15	RPL15	4273
29.199	29.255	29.0526	29.214	29.8318	29.7865						5	5	5	42.6	42.6	42.6	15.798	1.03E-22	3128900000	0.831774	0.217153	0.441903	0.200157	P61353	P61353	60S ribosomal protein L27	RPL27	4276
24.2111	25.1895	25.7299	24.4735	25.5831	24.8122						4	4	4	45.2	45.2	45.2	11.999	8.54E-13	247300000	0.0541353	0.905773	-0.0872548	-0.0341833	P61457	P61457	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	4277
31.7164	31.4033	31.4919	32.1291	31.8423	32.0653						7	7	7	66.7	66.7	66.7	10.932	6.92E-31	16464000000	1.68789	0.0546524	0.474999	0.223273	P61604;B8ZZL8;B8ZZ54	P61604;B8ZZL8;B8ZZ54	10 kDa heat shock protein, mitochondrial	HSPE1	4280
20.3935	20.9791	21.9362	20.6436	21.3201	21.3429						4	4	4	7.1	7.1	7.1	67.568	1.55E-11	32344000	0.000446268	0.999162	-0.000705719	-0.000281748	P61764;F5H5Q4;P61764-2;B7Z1V5;B7Z3F4	P61764;F5H5Q4;P61764-2;B7Z1V5	Syntaxin-binding protein 1	STXBP1	4283
25.4388	25.5111	26.3122	27.297	27.0793	26.9617						2	2	2	50.6	50.6	50.6	9.1175	2.79E-23	413640000	1.53694	0.0687134	1.35865	0.591594	P61960;H0Y614;P61960-2	P61960;H0Y614;P61960-2	Ubiquitin-fold modifier 1	UFM1	4286
25.2073	25.3284	19.6661	24.199	24.8046	25.372						5	5	5	16.4	16.4	16.4	38.926	3.08E-20	143760000	0.271072	0.598591	1.39127	0.356915	P61962;E9PCY4;B4E039	P61962;E9PCY4	DDB1- and CUL4-associated factor 7	DCAF7	4287
26.7029	26.0392	26.2777	27.2391	27.3975	27.2364						5	5	5	20.4	20.4	20.4	36.588	1.83E-30	864650000	1.49759	0.0730551	0.951049	0.432043	P61964	P61964	WD repeat-containing protein 5	WDR5	4288
30.3463	30.3757	30.6258	31.1518	30.9083	30.7905						9	9	9	55.7	55.7	55.7	22.127	4.19E-41	5249100000	1.6256	0.0603586	0.500946	0.234249	P62081;B5MCP9	P62081;B5MCP9	40S ribosomal protein S7	RPS7	4293
27.3525	27.8851	28.0637	28.279	28.3482	28.1779						17	17	16	47.3	47.3	44.3	45.626	2.56E-87	1328900000	0.862505	0.205612	0.501263	0.22587	P62195;A8K3Z3	P62195;A8K3Z3	26S protease regulatory subunit 8	PSMC5	4297
23.658	21.6305	23.368	24.9164	23.8545	23.5812						3	3	3	13.5	13.5	13.5	19.509	1.46E-10	86849000	0.723193	0.261766	1.23191	0.44752	P62253;I3L0Q0;I3L2Q4;I3L2H7	P62253;I3L0Q0;I3L2Q4	Ubiquitin-conjugating enzyme E2 G1	UBE2G1	4300
32.4862	32.9562	32.5601	33.2378	33.3072	33.3208						17	17	14	73.7	73.7	63.9	29.174	8.16E-229	24378000000	1.32581	0.0960479	0.62109	0.289126	P62258;P62258-2;B4DJF2;I3L3T1;I3L0W5	P62258;P62258-2	14-3-3 protein epsilon	YWHAE	4301
28.6069	28.1639	28.4116	29.1219	29.1339	29.1286						5	5	5	36.4	36.4	36.4	16.273	1.34E-23	2497800000	1.5363	0.0687532	0.733972	0.344877	P62263;H0YB22;E5RH77	P62263;H0YB22;E5RH77	40S ribosomal protein S14	RPS14	4302
28.197	28.327	27.0352	29.0591	28.4623	28.8487						4	4	4	28.7	28.7	28.7	15.807	4.37E-17	2779000000	0.86454	0.204826	0.936969	0.383014	P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7	P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7	40S ribosomal protein S23	RPS23	4303
29.8651	29.2001	29.8447	30.0194	30.1405	30.0189						8	8	8	48	48	48	17.718	1.27E-53	4780800000	0.723779	0.261482	0.422979	0.190353	P62269;Q5GGW2	P62269	40S ribosomal protein S18	RPS18	4304
26.5424	26.3526	27.5494	26.6834	27.102	27.2764						3	3	3	46.4	46.4	46.4	6.6767	1.29E-14	1004900000	0.185337	0.705921	0.205758	0.0853435	P62273;P62273-2	P62273;P62273-2	40S ribosomal protein S29	RPS29	4305
30.169	30.3788	30.175	30.7656	30.6649	31.1079						6	6	6	42.4	42.4	42.4	17.222	2.21E-25	5548900000	1.55363	0.0669068	0.605221	0.281398	P62277;E9PS50	P62277	40S ribosomal protein S13	RPS13	4306
30.5667	30.6724	30.5676	30.8087	31.362	31.2478						4	4	4	65.2	65.2	65.2	10.803	6.26E-32	8384800000	1.09512	0.138641	0.537208	0.247304	P62304;A6NHK2	P62304;A6NHK2	Small nuclear ribonucleoprotein E	SNRPE	4308
29.9963	29.6582	29.9917	30.3734	30.5302	30.919						7	7	7	48.8	48.8	48.8	9.7251	5.69E-29	3162600000	1.58443	0.0638414	0.725467	0.330195	P62306;F8W0W6	P62306;F8W0W6	Small nuclear ribonucleoprotein F	SNRPF	4309
25.8488	25.4877	25.8922	25.6801	26.1731	26.0831						3	3	3	32.5	32.5	32.5	9.1275	1.74E-13	327660000	0.519711	0.3791	0.235872	0.107286	P62312	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6	4311
31.7692	31.4103	32.1688	32.0234	32.1907	32.3052						5	5	5	54.6	54.6	54.6	13.281	1.95E-45	14245000000	0.678736	0.28333	0.390337	0.174738	P62314	P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1	4312
30.6319	30.5155	31.053	31.5833	31.6313	31.6646						10	10	10	67.8	67.8	67.8	13.527	3.44E-57	8830800000	1.5276	0.0697043	0.892948	0.412457	P62316	P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2	4313
29.4385	29.5912	29.764	30.2474	30.2595	30.2832						12	12	12	47	47	47	29.995	4.66E-169	5003800000	1.736	0.0508317	0.665459	0.317701	P62424;Q5T8U2;Q5T8U3	P62424;Q5T8U2;Q5T8U3	60S ribosomal protein L7a	RPL7A	4316
23.5915	23.7845	23.6344	24.0669	23.9739	23.6753						2	2	2	11	11	11	19.294	4.57E-13	77791000	0.75775	0.246294	0.235231	0.110343	P62487;E9PIU7;H0YEE4;E9PKH3	P62487;E9PIU7;H0YEE4;E9PKH3	DNA-directed RNA polymerase II subunit RPB7	POLR2G	4317
23.1755	23.2884	23.144	22.4607	22.6782	18.1867						3	3	3	6.4	6.4	6.4	96.936	2.66E-08	54818000	0.539981	0.365661	-2.09411	-0.604721	P62517	P62517	Glucans biosynthesis glucosyltransferase H	mdoH	4319
24.8415	25.4899	25.7777	23.73	24.4132	24.2716						4	4	4	49.1	49.1	49.1	16.897	7.05E-16	246620000	1.57184	0.0648403	-1.23142	-0.524813	P62617	P62617	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	4322
22.8406	23.7214	20.2628	20.0389	21.8101	21.901						3	3	3	11.7	11.7	11.7	34.774	4.15E-11	69393000	0.344426	0.524214	-1.02492	-0.320112	P62623	P62623	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	4324
28.1277	28.5564	28.267	29.0791	29.0578	28.9081						6	6	6	26.1	26.1	26.1	28.68	2.72E-27	1363900000	1.72489	0.0516589	0.697938	0.326558	P62753;A2A3R7;A2A3R5	P62753;A2A3R7;A2A3R5	40S ribosomal protein S6	RPS6	4330
31.548	31.0438	31.1214	31.4974	31.3503	31.5129						8	8	8	52.4	52.4	52.4	11.367	2.49E-53	11516000000	0.521378	0.37801	0.215794	0.09967	P62805	P62805	Histone H4	HIST1H4A	4332
26.8837	26.4532	26.8182	26.2058	26.5442	26.1465						4	4	4	55.2	55.2	55.2	17.04	2.14E-37	417550000	1.07915	0.142152	-0.419544	-0.192239	P62841	P62841	40S ribosomal protein S15	RPS15	4335
30.0778	29.7226	29.986	30.5529	30.4253	30.5587						3	3	3	22.4	22.4	22.4	13.742	1.71E-27	5314900000	1.70275	0.0533964	0.583529	0.275899	P62851	P62851	40S ribosomal protein S25	RPS25	4336
27.6824	26.7986	27.866	28.0263	28.1237	28.0771						2	2	2	30.4	30.4	30.4	7.8409	7.00E-12	516840000	0.706088	0.270002	0.626673	0.268878	P62857	P62857	40S ribosomal protein S28	RPS28	4338
26.2282	26.3502	26.7236	26.4263	26.806	26.5839						8	8	3	25.9	25.9	11.5	37.377	4.67E-35	854720000	0.385624	0.485459	0.171417	0.0784404	P62873;B1AKQ8;B1AKQ7;B1AKQ9;H0Y418	P62873;B1AKQ8;B1AKQ7;B1AKQ9	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	4339
28.6791	28.9827	29.1727	29.3974	29.4133	29.4133						5	5	5	22.6	22.6	22.6	20.124	3.31E-20	2415900000	1.07505	0.143129	0.46316	0.216041	P62913-2;P62913;Q5VVC8;Q5VVC9	P62913-2;P62913;Q5VVC8	60S ribosomal protein L11	RPL11	4343
33.7381	33.7959	33.5655	33.8191	33.8752	34.0048						12	12	12	70.3	70.3	70.3	18.012	1.43E-99	48303000000	1.04539	0.15032	0.199838	0.0956889	P62937;B4DM82;F8WE65;C9J5S7;Q567Q0;E5RIZ5;Q9Y536;F5H284;A2BFH1	P62937;B4DM82;F8WE65;C9J5S7;Q567Q0	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase	PPIA	4345
30.427	30.6191	30.6293	30.8541	31.1569	31.3884						4	4	4	40.7	40.7	40.7	11.951	2.35E-15	5862700000	1.30881	0.0987327	0.574633	0.265039	P62942;Q5W0X3;Q1JUQ5	P62942;Q5W0X3	Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase	FKBP1A	4346
26.0844	26.1779	25.6846	26.7537	26.6716	26.506						7	7	7	29	29	29	25.206	7.39E-22	569720000	1.50327	0.0724233	0.661445	0.305111	P62993;P62993-2	P62993;P62993-2	Growth factor receptor-bound protein 2	GRB2	4347
26.0952	26.3893	26.5252	26.9748	26.9917	26.7824						5	5	4	25	25	20.7	21.935	1.20E-14	287050000	1.57405	0.0646609	0.579753	0.270466	P62995-3;P62995;H7BXF3;H7C2L4	P62995-3;P62995;H7BXF3;H7C2L4	Transformer-2 protein homolog beta	TRA2B	4348
25.7694	26.0067	25.6294	26.2566	26.4116	26.3456						6	5	5	34.4	28.6	28.6	21.45	2.02E-20	428230000	1.57694	0.0645305	0.536141	0.253024	P63000;P63000-2;P60763;P15153;B1AH77;B1AH78;B1AH80	P63000;P63000-2;P60763;P15153	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC3;RAC2	4349
26.1256	26.3911	26.3305	26.5455	27.005	26.9661						10	10	10	26.2	26.2	26.2	51.691	3.69E-45	474070000	1.36614	0.090197	0.556447	0.25671	P63151;P63151-2;Q66LE6;E5RFR9;A8MZB4;E5RIY1;G3V149;Q00005;Q00005-2;Q00005-3;Q00005-4;Q00005-5;F5GXJ6	P63151;P63151-2;Q66LE6	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	PPP2R2A;PPP2R2D	4353
25.6513	26.6745	25.8777	22.6998	24.3226	24.3529						6	6	6	34.2	34.2	34.2	26.556	2.00E-29	602220000	1.48148	0.0749941	-2.27612	-0.866086	P63177	P63177	23S rRNA (guanosine-2-O-)-methyltransferase RlmB	rlmB	4357
22.6941	23.1622	22.6534	19.8102	20.357	22.142						4	4	4	7.1	7.1	7.1	69.293	3.53E-17	52231000	1.03527	0.152552	-2.06685	-0.759113	P63183	P63183	Low affinity potassium transport system protein kup	kup	4358
26.8355	26.7412	27.4413	27.9024	27.9167	28.2361						9	9	8	53.4	53.4	42.9	18.658	1.82E-46	745070000	1.57056	0.0649536	1.01242	0.450992	P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2;E5RGM3;E5RHM3;E5RGM4	P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2	S-phase kinase-associated protein 1	SKP1	4359
27.9544	28.4267	28.1659	28.8156	28.6993	28.8805						4	4	4	59.3	59.3	59.3	8.85	4.12E-21	962890000	1.48621	0.074473	0.616076	0.287013	Q8WVC2;P63220;Q9BYK1;Q9BYK2;Q13666	Q8WVC2;P63220;Q9BYK1	40S ribosomal protein S21	RPS21	4361
24.1356	24.6044	25.1335	23.6095	21.4671	24.3359						3	3	3	27.7	27.7	27.7	21.294	3.86E-14	154470000	0.657068	0.294332	-1.48702	-0.511341	P63228	P63228	D,D-heptose 1,7-bisphosphate phosphatase	gmhB	4363
28.5556	28.5338	27.9515	25.9548	27.0024	27.5425						6	6	6	31.2	31.2	31.2	29.096	2.84E-23	1214400000	1.17747	0.121363	-1.51372	-0.603963	P63386	P63386	Probable phospholipid import ATP-binding protein MlaF	mlaF	4373
25.4154	26.1997	20.3206	20.4509	19.1811	25.5999						2	2	2	48.1	48.1	48.1	8.7998	7.30E-13	292420000	0.343554	0.52492	-2.23457	-0.476233	P64455	P64455	Uncharacterized protein ydcY	ydcY	4380
25.6092	25.7426	25.6798	24.6983	24.0466	23.8483						3	3	3	30.5	30.5	30.5	17.85	1.40E-14	248060000	1.57487	0.0646137	-1.47946	-0.654739	P64483	P64483	Uncharacterized protein yeaK	yeaK	4384
26.1844	25.7484	26.4623	26.3153	25.875	25.0907						2	2	2	29.2	29.2	29.2	12.378	2.97E-17	420130000	0.364652	0.504259	-0.371396	-0.153849	P64506	P64506	Uncharacterized protein yebY	yebY	4386
27.7175	26.9303	27.0502	20.1358	26.0291	25.1419						4	4	4	76	76	76	8.5791	3.25E-23	360890000	0.703793	0.271078	-3.46376	-0.899492	P64519	P64519	Uncharacterized protein yodD	yodD	4387
22.1667	21.9665	20.6199	21.2456	20.926	20.3487						2	2	2	17.8	17.8	17.8	10.134	1.63E-07	29158000	0.571375	0.34466	-0.744233	-0.291621	P64530	P64530	Transcriptional repressor rcnR	rcnR	4388
24.2096	23.7228	23.9801	22.9917	22.9892	23.0693						4	4	4	19.7	19.7	19.7	25.029	2.50E-13	101170000	1.73884	0.0506876	-0.954091	-0.4452	P64554	P64554	7-carboxy-7-deazaguanine synthase	queE	4390
31.0583	31.6238	31.585	31.6627	30.7795	30.2216						5	5	5	55.4	55.4	55.4	11.051	2.32E-29	5099000000	0.475564	0.411025	-0.534436	-0.217475	P64581	P64581	Uncharacterized protein yqjD	yqjD	4392
24.9705	24.7947	24.3532	23.2043	23.9797	23.5993						3	3	3	14	14	14	23.401	1.70E-16	191670000	1.70334	0.0533927	-1.1117	-0.485555	P64588	P64588	Transcriptional regulator YqjI	yqjI	4393
24.9881	24.5424	24.0354	21.8937	21.528	19.8242						2	2	2	28.9	28.9	28.9	10.68	5.05E-10	117470000	1.70264	0.0533964	-3.43999	-1.27666	P64602	P64602	Probable phospholipid ABC transporter-binding protein mlaB	mlaB	4395
22.5117	22.5404	20.5239	21.5912	21.481	22.1498						4	4	4	10.4	10.4	10.4	43.063	1.37E-07	40379000	0.0559301	0.903934	-0.11803	-0.0437338	P64612	P64612	Uncharacterized protein YhcM	yhcM	4398
24.8408	20.5845	25.0068	20.5095	21.9206	20.3093						2	2	2	33.3	33.3	33.3	10.796	1.91E-13	119580000	0.674403	0.285456	-2.56423	-0.72569	P64616	P64616	Uncharacterized protein yhcO	yhcO	4399
25.9091	25.6227	24.2883	24.1199	24.3181	23.7669						5	5	5	20.4	20.4	20.4	26.82	1.39E-14	162230000	0.897483	0.193459	-1.20507	-0.477299	P64624	P64624	Uncharacterized protein yheO	yheO	4400
24.8659	25.1426	23.4545	23.5567	23.3774	23.3859						2	2	2	10.6	10.6	10.6	20.376	7.31E-11	313900000	0.741116	0.253727	-1.04767	-0.414758	P65556	P65556	Uncharacterized Nudix hydrolase yfcD	yfcD	4402
21.4904	22.2861	20.7574	20.8023	20.4601	20.924						2	2	2	14.5	14.5	14.5	25.787	2.55E-17	38160000	0.673559	0.285915	-0.782509	-0.317738	P67080	P67080	UPF0001 protein yggS	yggS	4405
26.7752	25.4304	26.1064	24.4922	24.3586	24.9013						4	4	4	42.4	42.4	42.4	20.122	1.09E-21	432140000	1.35966	0.0910695	-1.51999	-0.627801	P67095	P67095	Phosphodiesterase yfcE	yfcE	4407
28.0802	28.5933	28.7004	29.166	28.7709	28.8859						9	9	8	40.1	40.1	35.9	35.594	2.18E-48	1676600000	0.951156	0.176098	0.482967	0.217114	P67775;P62714;H0YC23;E5RHC1;H0YBN9;E5RFI3;E5RHP4;E7ESG8	P67775;P62714;H0YC23	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CA;PPP2CB	4412
28.587	28.6503	28.8979	28.9626	28.8237	29.5922						12	12	6	42.3	42.3	29.6	35.924	3.40E-136	1972500000	0.667714	0.28875	0.414419	0.183797	P67809;E7ETA0;H0Y449;C9J5V9;Q9Y2T7	P67809;E7ETA0;H0Y449	Nuclease-sensitive element-binding protein 1	YBX1	4413
24.6359	24.0587	24.6526	23.5427	22.4138	22.8099						4	4	4	25	25	25	26.761	4.49E-18	152050000	1.60895	0.061661	-1.52692	-0.640479	P67826	P67826	Copper homeostasis protein CutC	cutC	4414
27.3337	26.9268	27.0802	26.8551	27.4981	27.4984						7	7	7	45.6	45.6	45.6	24.942	2.31E-35	1242400000	0.271364	0.598444	0.170261	0.0758394	P67870;Q5SRQ6;Q5SRQ3	P67870;Q5SRQ6;Q5SRQ3	Casein kinase II subunit beta	CSNK2B	4415
26.7398	25.9631	25.8636	26.8176	26.7208	26.8149						9	4	4	31.9	16.9	16.9	28.521	1.03E-65	277840000	0.78815	0.233642	0.595631	0.261377	P67936;P67936-2	P67936;P67936-2	Tropomyosin alpha-4 chain	TPM4	4417
33.7993	33.9975	34.3382	34.7544	34.5573	34.4824						21	21	12	59.5	59.5	36.8	50.14	4.24E-170	91676000000	1.28009	0.10319	0.553071	0.254048	P68104;Q5VTE0;Q6IQ15;F8W6I0;Q5JR01;A6PW80;E7EPH7	P68104;Q5VTE0;Q6IQ15;F8W6I0	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha	EEF1A1;EEF1A1P5	4420
