Protein	H1	H2	H3	L1	L2	L3
Q86V21;Q86V21-2	13410000	12449000	8891300	19553000	17779000	18397000
Q86V48-2;Q86V48-3;Q86V48	11942000	16708000	8505700	0	22662000	17100000
Q86V81;E9PB61	3043900000	2226200000	3.23e+09	4422900000	4783700000	4385800000
Q86VP6;Q86VP6-2	516800000	633650000	608360000	1150700000	978190000	861180000
Q86W42;Q86W42-2;Q86W42-3	1417100000	1110700000	1187800000	1685100000	1687500000	1618500000
Q86W56-3;Q86W56-2;Q86W56	6006900	6192400	5088300	8466200	8551800	7166400
Q86W92-4;Q86W92-2;Q86W92;H0YFE4;Q86W92-3	6860000	7179700	20419000	14343000	10910000	7074500
Q86WA6-2;Q86WA6	8337300	4381700	7088200	9408600	9949000	10652000
Q86WJ1-3;Q86WJ1-4;Q86WJ1;B5MDZ7;Q86WJ1-2;E7EP44	17362000	18649000	11576000	18739000	24212000	14074000
Q86X55-1;Q86X55;Q86X55-2	147640000	128620000	121850000	139940000	172870000	183250000
Q86X76-2;Q86X76-4;Q86X76;Q86X76-3	4555700	4734100	0	3823300	6138000	6193000
Q86XI2;Q86XI2-2;E7EUH9;H0Y6U5;B4DHE5;F5H7R2	13062000	12910000	6383400	10925000	14748000	12224000
Q86XP3;Q86XP3-2	518210000	532730000	568290000	812640000	785090000	780390000
Q86Y56;H0Y650;Q86Y56-2;F5H8D4;Q86Y56-3;E9PGY2	36982000	39909000	38206000	54015000	52302000	50790000
Q86Y79;C9J7Z1	18251000	23775000	28385000	45541000	41796000	48392000
Q8IU85-2;Q8IU85;H7C071;Q14012	0	2195400	0	0	1932800	0
Q8IUF8-4;Q8IUF8;Q8IUF8-3;Q8IUF8-2	20335000	21450000	18697000	27666000	36741000	45549000
Q8IUH3-3;Q8IUH3-2;Q8IUH3	11960000	19102000	15112000	17879000	18144000	1.8e+07
Q8IV08;B4DEL6	4960400	4505000	5150700	10699000	7135000	6081900
Q8IV48	34301000	31088000	41953000	62906000	50135000	47682000
Q8IVD9;C9IYD9	9895400	16484000	9145500	10546000	10755000	7678600
Q8IVF2-3;Q8IVF2	14721000	0	0	18065000	14816000	18369000
Q8IVS2	0	2713900	0	6045800	6610400	5871100
Q8IVT2	0	9566800	0	7728400	0	6801900
Q8IWA0	21432000	21359000	22800000	32560000	31966000	26268000
Q8IWE2	16336000	14223000	12079000	15271000	14306000	12484000
Q8IWR0;I3L323;I3L2K5	1071800	2648000	0	1986100	1687200	5988300
Q8IWV7	1055600	979140	0	0	1025200	725710
Q8IWV8-4;Q8IWV8	22945000	23381000	34886000	12866000	15208000	12099000
Q8IWX8	481270000	442640000	400680000	759460000	743190000	710250000
Q8IWZ8;B4DVK3;Q8IWZ8-2	5892700	4779000	4188900	18891000	13486000	14541000
Q8IX01-4;Q8IX01-3;Q8IX01;E7ETX7	57504000	65327000	43235000	59356000	76421000	59226000
Q8IX12-2;Q8IX12;F5H2E6;F5H1H2	1156100000	1380600000	1085200000	1433800000	1584100000	1492500000
Q8IXB1;Q8IXB1-2;F8W884;E7EP04;Q3B7W8	16088000	24142000	14822000	23636000	20406000	15764000
Q8IXH7-4;Q8IXH7	30413000	31203000	33833000	43656000	48836000	48005000
Q8IXM3	1565500	0	1677000	0	5216400	0
Q8IXQ5;F5H7Q0;F5H2Q9;B7Z4N7;G5E9G3;Q8IXQ5-2;Q8IXQ5-3	11602000	12661000	10038000	10846000	20450000	20883000
Q8IY18	10184000	9336800	6546800	14123000	12827000	9805700
Q8IY37;F5H3Y4	42691000	47076000	37029000	62105000	55719000	57926000
Q8IY81	10797000	22744000	34727000	21849000	27625000	68836000
Q8IYB7;Q8IYB7-3;Q8IYB7-2;F5H051;F5H291;Q8IYB7-4;Q8IYB7-5	7146400	7138000	8319500	6845800	4992200	6659200
Q8IYB8	85577000	73432000	99797000	123110000	125320000	140220000
Q8IYI6	0	0	0	2749600	1813400	2366200
Q8IYS1	20357000	21012000	19689000	26726000	31088000	39346000
Q8IYU8	90719000	83981000	122740000	120860000	176430000	120520000
Q8IZH2-2;Q8IZH2;H7C5E4	3861900	4236800	3603400	0	4760900	4356900
Q8IZQ5;H0YE28	20711000	24582000	13817000	50432000	36639000	21387000
Q8N0U8	19945000	18464000	20777000	26406000	26501000	22626000
Q8N0X7	0	0	4661000	3970100	6886500	7039700
Q8N163-2;Q8N163;G3V119;H0YB24	334930000	412260000	325120000	523280000	534780000	471860000
Q8N183	79744000	79570000	95849000	106780000	125480000	128820000
Q8N1F7;H3BVG0;Q8N1F7-2	777980000	767080000	717660000	1066600000	1.023e+09	1121700000
Q8N1G0;Q8N1G0-2;H0Y5I5;F8WCX2	94291000	95014000	31859000	137800000	85665000	94477000
Q8N1G2	3594300	4839000	3529700	5353100	6146000	4887400
Q8N1G4	120640000	133920000	136960000	189840000	198480000	173420000
Q8N2K0-3;Q8N2K0;Q8N2K0-2	18495000	25471000	18401000	33406000	25829000	30721000
Q8N335;C9JM46	9673300	16253000	19801000	24039000	22282000	23057000
Q8N3C0	115290000	118970000	56689000	166700000	160440000	137420000
Q8N3X1;Q8N3X1-2	72818000	68765000	76221000	109110000	140390000	128840000
Q8N556;E9PDT7	76539000	94230000	100180000	160910000	163100000	161280000
Q8N587;C9IZJ4;A8KAD9	6573500	16051000	0	12833000	0	0
Q8N5C6;Q8N5C6-2;B7Z6X7	100650000	76199000	80806000	140810000	127050000	132260000
Q8N5M4;H0YDR3;E9PKV8	21803000	14428000	21909000	40283000	30346000	29198000
Q8N684-2;Q8N684;Q8N684-3;F5H669;F5H6M0;F5H047	689440000	829630000	6.83e+08	1028500000	1014600000	873880000
Q8N6M0	12853000	6948400	12075000	16750000	18451000	21798000
Q8N726	9703900	7853200	7954800	15340000	13145000	12363000
Q8N766-4;Q8N766-2;Q8N766;Q8N766-3;Q5TG60;H7BYA9	16949000	15921000	18746000	25833000	17795000	19330000
Q8N7H5;F8W9Q2;Q8N7H5-2;B4DGJ5	94870000	143400000	136160000	205430000	192090000	179040000
Q8N8A6	140590000	137860000	132840000	192240000	192260000	228170000
Q8N8D1	1323900	2442200	0	1373500	1323100	1715700
Q8N9M1-2;Q8N9M1;Q8N9M1-3	6955400	11798000	6470200	7929000	6572700	7730200
Q8N9N2-2;E9PKM6;E9PQZ6;F5H874;Q8N9N2	5519100	0	0	12186000	10113000	7375200
Q8N9N5-4;Q8N9N5-5;Q8N9N5;Q8N9N5-3;Q8N9N5-6;Q8N9N5-2;F5GZM0	1442500	2584900	2180500	1760200	5238300	1388300
Q8NAV1	39293000	38033000	55855000	81458000	101250000	103410000
Q8NB16;I3L4A6;I3L2T9	21487000	12640000	27797000	27842000	40288000	28923000
Q8NB46	5226400	5907300	0	7194300	8951400	7810300
Q8NB90;Q8NB90-2;Q8NB90-3	65515000	76524000	60672000	71537000	77696000	83955000
Q8NBF2;Q8NBF2-2	11132000	23065000	12736000	14734000	31319000	18487000
Q8NBJ5	180970000	168160000	209780000	212990000	247930000	226640000
Q8NBP7;Q8NBP7-2;F5GWF0	9722300	17074000	13355000	13335000	22829000	16901000
Q8NBZ0;H3BNM4;I3NI13;I3L270	0	8836100	5752900	0	0	0
Q8NC51-3;Q8NC51;Q8NC51-4;Q8NC51-2	477570000	534490000	477920000	841320000	701340000	925990000
Q8NCA5-2;Q8NCA5;E9PH82;B4DT23	31192000	19981000	28718000	31260000	34729000	40043000
Q8NCM8;Q8NCM8-2	5576000	0	0	16025000	5812300	0
Q8NCN4	26476000	27454000	25094000	26423000	30669000	25671000
Q8NCW5-2;Q8NCW5;Q5T3I4;Q5T3I3	172720000	178860000	238830000	270710000	296090000	267430000
Q8NDH3-3;Q8NDH3-2;Q8NDH3;G5EA34;E9PN47;H0YEP3	13447000	20465000	7145600	33626000	8790500	7811500
Q8NDT2	12562000	12271000	13506000	13213000	13066000	12491000
Q8NDX5-2;Q8NDX5;Q8NDX5-7;E7EX82	9360600	10450000	12274000	19829000	18276000	13454000
Q8NE71;Q8NE71-2;H0YGW7	1160700000	1110600000	1085900000	1807700000	1802800000	1762600000
Q8NE86-3;Q8NE86;Q8NE86-2	3613800	3440600	4131500	7926800	6042500	0
Q8NEF9	20529000	15262000	25731000	53964000	49138000	61132000
Q8NEM2	3623200	3373900	0	6566200	5772700	4118600
Q8NEZ4;Q8NEZ4-3;Q8NEZ4-2	2272600	5332700	2170400	3534700	5732100	3211800
Q8NEZ5;Q8NEZ5-3	8869500	10166000	7991600	12866000	16109000	11206000
Q8NF37	90738000	100310000	89047000	133170000	135840000	174940000
Q8NFC6	11644000	13516000	7362200	11041000	17831000	10690000
Q8NFF5-3;Q8NFF5-2;Q8NFF5;Q5T196	6312100	11191000	10943000	10056000	15687000	13790000
Q8NFH3	177120000	186170000	232600000	336170000	2.99e+08	340880000
Q8NFH4;F8VTY2	69556000	117590000	86291000	171860000	161420000	129810000
Q8NFH5;B4DYB4;F8WCF5;F8WEL4;C9IYQ7	73255000	89629000	83680000	125140000	155750000	118380000
Q8NFQ8	31596000	31048000	11840000	54298000	38750000	32892000
Q8NFW8;Q8NFW8-2	356840000	312710000	377990000	408380000	473640000	336390000
Q8NG31-2;Q8NG31;Q8NG31-3;E7EUS1;Q8NG31-4	0	14602000	0	23314000	16222000	12197000
Q8NI27	1737800000	1661700000	1692300000	2421800000	2358100000	2430500000
Q8NI36;D6R922	906630000	774850000	890970000	1237700000	1128100000	1170600000
Q9Y4W6;Q8TA92	15238000	22460000	17039000	33393000	33446000	34137000
Q8TAF3-4;Q8TAF3-3;Q8TAF3;Q8TAF3-5;Q8TAF3-2;C9JQ19	13762000	11546000	17660000	12484000	20221000	19824000
Q8TAQ2;Q8TAQ2-2;F8VTJ5;F8VXC8	567090000	528210000	529980000	1045300000	1026800000	923330000
Q8TAT6;Q8TAT6-2;B4DG89	29279000	33081000	26178000	54814000	35530000	23570000
Q8TB52	0	4524000	0	4308700	4664400	4580400
Q8TBB5;Q8TBB5-2;Q8TBB5-3;H3BQH3	4651700	4588000	4521900	9009200	6496600	4820000
Q8TBC4-2;Q8TBC4;F8WF86;B7Z5F6;F8W8D4	22901000	29394000	11964000	53380000	53262000	32331000
Q8TBX8-3;Q8TBX8;B3KQV3;Q8TBX8-2	13299000	9301600	0	11114000	13329000	11550000
Q8TC12;G3V2G6;Q8TC12-2;G3V234;H0YIZ8	57114000	51854000	62097000	92929000	113640000	109940000
Q8TCJ2	8331500	11322000	7363500	5781500	7385300	5719800
Q8TCS8;H7BZ02	43965000	52354000	50891000	64505000	65732000	53316000
Q8TD19	10472000	12660000	4052000	25579000	25638000	11162000
Q8TDD1;Q8TDD1-2;F8VRX4	22746000	19432000	13094000	33558000	22943000	22272000
Q8TDN6	513700000	534970000	370810000	711250000	615250000	7.55e+08
Q8TDX7	3217600	3905100	4603800	3844600	4403500	4962000
Q8TEM1	312310000	315720000	393210000	433330000	470530000	460940000
Q8TEQ6	198700000	192900000	178340000	267010000	279470000	289170000
Q8TEX9;Q8TEX9-2;H0Y3R2;H0YN14;H0YMR4	106940000	108420000	122050000	175080000	168310000	173780000
Q8WTS6;D6RJA0	14909000	19512000	11538000	6794000	15226000	8859200
Q8WTW3;E9PBL8	5588800	5667900	5513400	0	13947000	0
Q8WUA2	18383000	36791000	17879000	42398000	60545000	41127000
Q8WUA4;Q8WUA4-2	119010000	142740000	1.09e+08	155230000	176300000	163460000
Q8WUB8-3;Q8WUB8-2;Q8WUB8	22019000	22406000	28509000	27391000	38633000	35396000
Q8WUF5	7729600	9562400	9956900	8697500	6797700	8353500
Q8WUH6	73903000	67298000	62069000	84613000	108520000	88079000
Q8WUM0;A6NGS4;F5H5C2;Q5T8N1	672410000	753460000	820720000	1166600000	1159900000	1156500000
Q8WUM4;E9PFU1	698470000	662020000	749640000	785500000	962620000	873770000
Q8WUX1;C9JJU1;C9JMY2;C9JHH7;C9JWG4;C9JNK4	5708300	7960900	4207300	8453100	7503900	6661700
Q8WUY1	86201000	104220000	80105000	128950000	99314000	80383000
Q8WUZ0;Q8WUZ0-2;I3L1Q2;I3L4D5	13119000	15071000	7869200	15581000	11893000	14015000
Q8WVB6;Q8WVB6-2;E7EXA6;F8WCC1;Q8WVB6-3	14146000	19478000	9118200	23132000	21826000	20789000
Q8WVK2	56281000	57473000	55783000	97295000	116010000	104180000
Q8WVM0	49426000	50166000	43565000	62146000	80847000	64205000
Q8WVM8;B7Z5N7;B7Z594;B7Z4U7;B7Z738	32487000	16638000	15601000	45249000	44553000	38851000
Q8WVS4	1873800	0	0	0	2051200	0
Q8WVY7	9748600	11048000	7851700	13905000	9802300	14002000
Q8WW12-2;Q8WW12	24163000	49832000	33647000	22082000	32750000	30152000
Q8WW59;B4DUC9	11544000	13473000	6566400	15984000	10268000	10062000
Q8WWH5	9704500	10460000	5488500	9661200	8625200	8733800
Q8WWM7;Q8WWM7-6;Q8WWM7-5;Q8WWM7-4;A8K1R6;Q8WWM7-2;Q63ZY4;Q8WWM7-3;H3BUF6	12589000	11619000	8556300	20830000	25847000	18741000
Q8WX92	45621000	45906000	41948000	48248000	63789000	51163000
Q8WXA9-2;B3KRJ9;Q8WXA9	223690000	228770000	223410000	288100000	345820000	362930000
Q8WXH0;Q8WXH0-2;G3V5X4;F8WAA3;Q8WXH0-7	15577000	18815000	14334000	20555000	29816000	22431000
Q8WXI7;B5ME49	2311900	1628300	0	6384300	4462400	2395300
Q8WXI9	49348000	43578000	40850000	66854000	52302000	54512000
Q8WXX0	32573000	17149000	99253000	67341000	5099000	62293000
Q8WXX5	152120000	115310000	109060000	143670000	187360000	166560000
Q8WYA6;Q8WYA6-3;Q8WYA6-2	368070000	335240000	306810000	407170000	554620000	494600000
Q8WYP5;Q8WYP5-3;Q8WYP5-2	406710000	383300000	357430000	537880000	571010000	574580000
Q8WZ42-5;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;E7ENC6;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9	33986000	56648000	81179000	43646000	22795000	253950000
Q92466;Q92466-4;Q92466-2;Q92466-5	320910000	386410000	344430000	535140000	542900000	390740000
Q92499;B4DME8;B4DPN6	495350000	587240000	598570000	1.147e+09	936260000	1006400000
Q92520;C9JP35;C9JMN4	8411500	11862000	7432600	10721000	10762000	9747300
Q92522	208550000	180630000	222590000	311490000	242090000	292010000
Q92538	52991000	44279000	40859000	73126000	61264000	68637000
Q92547	14506000	11989000	12628000	14948000	13527000	12890000
Q92551;C9JNA8;Q92551-2	2492500	2224500	0	2414700	1976300	1892000
Q92572;F5H459	0	0	0	2862500	4090300	0
Q92576-2;Q92576;E7EVH3	47861000	46990000	43253000	62783000	54041000	65143000
Q92597;E9PDL6;B3KR80;B7Z446;B7Z505	675730000	748250000	715540000	740770000	781990000	702660000
Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;E7EUG1	9.61e+08	833410000	872440000	1419700000	1621500000	1467800000
Q92610;H0YM74	43373000	48343000	46206000	80443000	71012000	66036000
Q92615	0	0	2479400	2576700	4788900	2580700
Q92616	937010000	907520000	1.013e+09	1365900000	1427200000	1451100000
Q92618	2126900	2348700	0	3183700	2240000	4077300
Q92620;B4DVG8	83640000	79260000	97305000	99010000	84092000	85262000
Q92621	672970000	662280000	652280000	969250000	1007200000	994800000
Q92625	0	0	13202000	0	0	0
Q92665	0	3166600	0	4149400	3804000	2924200
Q92688-2;Q92688	867170000	842950000	1164400000	1.533e+09	1373800000	1398400000
Q92759	17057000	19059000	19218000	34056000	23204000	21676000
Q92766;Q92766-2;Q92766-3;C9JU34	61360000	61115000	39692000	58952000	62975000	61730000
Q92769;B3KRS5	181960000	244120000	133650000	306130000	250040000	339380000
Q92785;B4DT58;E9PN04	94475000	116830000	86081000	119320000	121750000	126130000
Q92797	521170000	475630000	570430000	766710000	738800000	653640000
Q92817	6014200	4564700	6225900	7608300	11134000	17486000
Q92820	67982000	73515000	23528000	69771000	56265000	55143000
Q92830;Q92830-2	6458400	6568400	4564700	5902200	13193000	10566000
Q92878;Q92878-2;Q92878-3	51426000	57637000	56993000	58574000	67596000	37403000
Q92882	43719000	58864000	32912000	101200000	91755000	79392000
Q92888;Q92888-3;Q92888-2;Q6NX52	37020000	32272000	23669000	52283000	36986000	36899000
Q92889;E7ETX4;A5PKV6	4939000	4942200	5011300	4566300	5443600	4732100
Q92900-2;Q92900	100330000	94963000	67668000	131600000	163050000	136620000
Q92905;E5RHH5	48574000	40721000	54057000	71626000	60971000	55885000
Q92917	91714000	123350000	101970000	155060000	160710000	119950000
Q92922	367800000	352710000	342880000	652300000	5.88e+08	494290000
Q92945;Q92945-2;E7EP96	2238300000	1982300000	2441800000	3075900000	2953100000	3066400000
Q92947;B4DK85;Q92947-2	16621000	16851000	11358000	19002000	22459000	19299000
Q92973-2;Q92973;Q92973-3	817900000	656590000	771960000	1394400000	1338100000	1226700000
Q92979	360210000	325690000	305670000	479090000	457440000	487430000
Q92990;Q92990-2;B4DJ85	4565600	4858200	4807700	5189400	7129600	4712600
Q92995-2;Q92995	0	1686300	0	0	0	0
Q93008-1;Q93008;E9PFG1;O00507	8926500	7266900	8094000	12903000	13129000	15898000
Q93034	8709300	7796300	5734000	8322400	14357000	7194700
Q93052;C9JUT4;C9JXK9	9016500	14738000	6308800	13940000	19633000	12739000
Q93096;Q5TCM7	41056000	64626000	26622000	66129000	52738000	54025000
Q93100-4;Q93100-2;Q93100-3;Q93100	15448000	17261000	9132700	9182400	21384000	12131000
Q93K97	21093000	78230000	26683000	23710000	42085000	5729800
Q969G6;H7C4G0	8149600	6860300	6368200	6467600	10342000	7842900
Q969H8	336800000	519030000	141250000	181970000	777120000	590110000
Q969S3	13725000	14100000	6731000	9469500	22495000	17911000
Q969U7;F5H4W8	27343000	22662000	26490000	37732000	33941000	45523000
Q969V3-2;Q969V3	26185000	41356000	33894000	38912000	40465000	37621000
Q969X5-2;Q969X5	28454000	38672000	14007000	35903000	44144000	58360000
Q969X6;H3BSH7;Q969X6-2;Q969X6-3	90649000	65005000	56797000	91793000	69784000	70214000
Q969Z0;Q969Z0-2;C9J7P5;C9IZN7	166430000	166360000	196550000	219240000	235300000	234750000
Q96A33-2;Q96A33	94045000	96489000	75755000	95249000	126060000	100740000
Q96A49	34015000	47056000	29928000	36547000	35338000	32504000
Q96A65;B7Z321;F5GZT1;F5H222	10313000	10907000	8593100	10715000	10884000	11914000
Q96AB3;Q96AB3-2;Q96AB3-3	11167000	9228500	10907000	21720000	25388000	13233000
Q96AC1-2;Q96AC1;Q96AC1-3;H0YJ34	11072000	9774100	4119900	13717000	17286000	8870100
Q96AG4	2.176e+09	2348400000	2866700000	3972200000	3578300000	3656800000
Q96AZ6	4487500	5406600	6006900	7114300	8210200	5113400
Q96B26;Q5JXM0	38088000	21413000	40955000	69630000	73816000	53113000
Q96BN2	5249700	8549400	7513700	18382000	16050000	8217600
Q96BN8	6120800	3870600	6263300	24131000	12003000	15517000
Q96BP3;F5H7P7;B4DWR9	108420000	109160000	102770000	106910000	118330000	115780000
Q96BW5-2;Q96BW5	9350600	7171800	2899400	4619200	8499800	14551000
Q96C19	126690000	129200000	147650000	151450000	163860000	174710000
Q96C23;H7C320;F8WB82;H7C1B5	12188000	11167000	13704000	20142000	23243000	23370000
Q96C36	82721000	54169000	84123000	96196000	100780000	116400000
Q96C86	81577000	72708000	76752000	131770000	106540000	106830000
Q96CB8	1955000	2395100	2802900	7233500	911050	6805100
Q96CB9;Q96CB9-2;B4DHA4	15594000	12318000	0	25183000	12536000	16712000
Q96CN7;E7ENF9;D6RGE2;D6RE73	114790000	79612000	95538000	107220000	129170000	145540000
Q96CW5-2;Q96CW5	5926100	5895700	4827500	8220200	10834000	7756500
Q96DA6;F2Z3A7;C9JBV1	9161300	7292300	5314000	18060000	17614000	23812000
Q96DB5;H0YC67;E5RH53;B4DZW6;H0YC27;H0YBD9;H0YB03;H0YB83;E7EVI2	5542500	8313700	8803300	7943800	9421800	9502100
Q96DG6	332820000	307220000	439260000	498760000	466330000	428020000
Q96DI7;B4DQJ1	905510000	1274800000	1195100000	1.501e+09	1529700000	1542500000
Q96DV4;B3KN96	9655300	7747400	7283300	13183000	12376000	11683000
Q96E11-3;Q96E11;Q96E11-8;Q96E11-2	24026000	40893000	19978000	41727000	50173000	31641000
Q96EE3;Q96EE3-1	63500000	88584000	115480000	122470000	115250000	186140000
Q96EK5	8264400	12290000	2410900	11424000	11005000	8735700
Q96EK6;G3V5E4;G3V4W4	71977000	64918000	62198000	48537000	51837000	43666000
Q96EN8	38614000	39917000	37064000	59970000	66711000	62143000
Q96EP5;Q96EP5-2	806990000	760360000	623730000	1172300000	1418400000	1249400000
Q96EV2;H0Y3K4	5838200	6428500	4876800	4887100	6208600	4621900
Q96EY1-2;Q96EY1;E7ES32	15441000	21231000	14057000	21180000	27631000	20789000
Q96EY7	64199000	56805000	43141000	46579000	60704000	63987000
Q96EZ8;F8W126;Q96EZ8-3;Q96EZ8-2;F8W0I9;F8VVA6;F8VP44;Q7Z372	9339400	13234000	7312300	16696000	18898000	14720000
Q96F86	4940100	4107900	6098800	6043600	6912200	6588000
Q96FK6;G3V4B8	16808000	5663500	12688000	15848000	20522000	16877000
Q96FV9	632030000	688520000	705660000	819930000	1001600000	807350000
Q96FZ2;D6RAZ3;E7EMP6;D6R9T3	6921700	7109600	5337700	7414900	5706800	6850500
Q96G03;F5H6V2	51539000	54861000	37184000	42585000	46171000	60100000
Q96GK7;Q6P2I3;C9JGM0	36247000	40108000	31586000	76325000	82793000	50265000
Q96GM5;Q96GM5-2;F5GY02;F8VRQ4	116360000	144060000	97225000	215350000	231840000	190360000
Q96GM8;B4DEM6	54844000	46305000	37937000	79101000	66575000	74263000
Q96GQ7	44788000	38287000	41885000	55682000	66464000	50675000
Q96GX9	15758000	16184000	10525000	16816000	14039000	12560000
Q96HA7;Q96HA7-2	14582000	14513000	13953000	21388000	18392000	13867000
Q96HC4;E9PBF5;Q96HC4-4;D6RB78;Q96HC4-3;F5H0X8;Q96HC4-2;D3YTJ1;H0YBI4	77281000	95287000	61182000	96565000	144450000	112410000
Q96HE7	195400000	155780000	156470000	195710000	193040000	231380000
Q96HP0;C9IZV6	12774000	11213000	9487400	15882000	18065000	8770000
Q96HS1-2;Q96HS1	24776000	20279000	20290000	34373000	33525000	39211000
Q96HW7;Q96HW7-2	50776000	40616000	46959000	77081000	68844000	59965000
Q96HY7	41330000	29409000	0	35056000	37361000	19470000
Q96I24;A6NJ37;Q96I24-2	1524400000	1275300000	1330200000	1827900000	1988500000	1961400000
Q96I25	341450000	438790000	287470000	479530000	531210000	573290000
Q96I59;G3V178;E9PRK2	10645000	6233800	7049600	14273000	17427000	22932000
Q96I99;E9PDQ8;Q96I99-2;F5H4S7	54110000	66690000	71973000	73287000	98787000	100270000
Q96IJ6;Q96IJ6-2;C9J255;F8WD54	9395000	10439000	5081800	24619000	12572000	10070000
Q96IR7	49624000	52348000	63349000	96478000	80072000	69769000
Q96IZ7-2;Q96IZ7;H7C5Q0;C9J367;C9J713	0	8837700	25275000	24960000	27234000	17034000
Q96J01;Q6NZ53;D6RGZ2	312340000	331430000	222540000	323730000	412030000	402790000
Q96JB2;Q96JB2-2	5965300	9692600	3182200	12807000	4935100	9447500
Q96JC1-2;Q96JC1	17089000	13482000	7226700	18178000	19001000	12204000
Q96JH7	2219300	1936200	2492400	2142400	0	3190700
Q96JM3	43189000	46438000	45905000	65002000	59294000	63146000
Q96K37	1484500	6713200	0	3226300	0	1971600
Q96KA5-2;Q96KA5;G5E9Z2	79397000	112490000	89854000	76330000	90736000	42449000
Q96KP1	12445000	12208000	9445800	18781000	17483000	16992000
Q96KP4;Q96KP4-2	120250000	104150000	51545000	268590000	225950000	201640000
Q96KR1;B5MEH6	291140000	327390000	316540000	414110000	521430000	444190000
Q96L91-3;Q96L91-5;Q96L91-2;Q96L91;Q96L91-4;A7E2D7	113780000	115980000	105550000	138500000	133740000	128050000
Q96L92-3;Q96L92;Q96L92-2	6314600	8548800	0	4140200	5559200	3966900
Q96LD4	16947000	11362000	11902000	20439000	18916000	21828000
Q96MU7-2;Q96MU7	9457900	10501000	0	76836000	58063000	49392000
Q96MW5;H3BQV3	3845400	6926300	3671700	7012000	768330	4029700
Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67;H0Y7L2	41653000	37548000	36175000	48213000	53459000	54649000
Q96NB3	9632800	18755000	6097700	10889000	8877900	7583400
Q96P11;Q96P11-2;Q96P11-4;G3V0G9;C9JJU9	279800000	282250000	292560000	429240000	570380000	529530000
Q96P48-3;Q96P48;Q96P48-7;E7EU13;Q96P48-2;Q96P48-4;Q96P48-1;F5GWQ2;Q96P48-5	4850600	4523400	4947200	5960000	5520500	4812200
Q96P70	264230000	218530000	257550000	342180000	389020000	336810000
Q96PK6	85674000	100680000	82321000	87342000	116950000	155260000
Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8;Q96PU8-5;Q96PU8-3;H0YGD6;H0YG47	70671000	70293000	76425000	98953000	87098000	86293000
Q96PV6-2;Q96PV6;F8W9Q9;E7EQP8	17140000	17696000	9233200	26070000	45968000	27090000
Q96PZ0;E7EUH7	143740000	173720000	173550000	233370000	214700000	262510000
Q96Q11-2;Q96Q11	24117000	29729000	20845000	24178000	30622000	19669000
Q96QC0;F5H5K4	402680000	462170000	432400000	573040000	551510000	556490000
Q96QE3;Q96QE3-2	0	13294000	6820600	19142000	15211000	17369000
Q96QE5;Q96QE5-4;B4DPU1	32959000	38426000	38578000	58407000	47323000	45844000
Q96QK1;F5GYF5	532120000	465570000	475980000	839220000	736600000	760010000
Q96QR8	27843000	35448000	35525000	77037000	60814000	60402000
Q96RE7	13980000	17638000	12508000	37810000	48905000	29929000
Q96RL7-4;Q96RL7-2;Q96RL7-3;Q96RL7	13749000	15420000	14247000	23146000	16766000	15944000
Q96RP9;Q96RP9-2;C9IZ01;F8WAU4	74827000	79139000	72798000	133190000	101380000	91611000
Q9ULW0;Q96RR5	188130000	198180000	205190000	249200000	279900000	251160000
Q96RS6-3;Q96RS6-2;Q96RS6	51463000	65167000	49499000	79219000	62693000	48257000
Q96S44	15331000	16157000	0	28710000	12906000	14017000
Q96S52;Q96S52-2;F5H019	33218000	33207000	24983000	37902000	44649000	34592000
Q96S59;Q96S59-2;E9PD26;B2R8E1	13083000	16646000	9571200	22099000	21450000	20613000
Q96S66-2;Q96S66;Q96S66-3	17537000	12838000	11034000	10843000	13167000	11226000
Q96SB4;H3BLV9;Q96SB4-3;Q5R363	117340000	157960000	104490000	172960000	224680000	161020000
Q96SB8;Q96SB8-2;C9JMN1	20107000	17459000	19159000	16765000	22702000	26078000
Q96SI9-2;Q96SI9	41942000	49345000	56137000	102910000	76208000	82694000
Q96ST3	335870000	409620000	341330000	504390000	481800000	592520000
Q96T37;Q96T37-2;Q96T37-3	647220000	603220000	578160000	960020000	947570000	1099500000
Q96T51-2;Q96T51;Q96T51-3	11205000	11735000	18693000	23482000	10589000	8806100
Q96T58	69876000	72155000	83397000	140820000	116570000	90370000
Q96T60	13152000	14325000	12800000	15597000	16899000	12428000
Q96T76;Q96T76-5;F8W9Y2	72322000	56976000	59506000	81252000	74455000	84056000
Q96TA1-2;Q96TA1	140550000	167540000	104360000	116800000	145020000	154290000
Q99436;B4E0P1;Q5TBG5	225390000	222280000	170190000	199840000	175210000	310900000
Q99459	1099100000	952650000	1098200000	1.665e+09	1466100000	1662500000
Q99460;Q99460-2	215510000	246180000	270120000	313020000	371430000	385290000
Q99471;H3BPF6;H3BMQ1;Q99471-3	354080000	298260000	348500000	446990000	440290000	441260000
Q99497	1439200000	1689300000	1522700000	2181600000	2201900000	2263900000
